,# Disease ID,Disease Name,Gene ID
15666,C0007131,Non-Small Cell Lung Carcinoma,FHIT
15667,C0007131,Non-Small Cell Lung Carcinoma,KDM1A
15668,C0007131,Non-Small Cell Lung Carcinoma,FOXM1
15669,C0007131,Non-Small Cell Lung Carcinoma,FOXO3
15670,C0007131,Non-Small Cell Lung Carcinoma,PRAME
15671,C0007131,Non-Small Cell Lung Carcinoma,CORO1C
15672,C0007131,Non-Small Cell Lung Carcinoma,ALK
15673,C0007131,Non-Small Cell Lung Carcinoma,MXRA5
15674,C0007131,Non-Small Cell Lung Carcinoma,PHGDH
15675,C0007131,Non-Small Cell Lung Carcinoma,GIPR
15676,C0007131,Non-Small Cell Lung Carcinoma,GCLC
15677,C0007131,Non-Small Cell Lung Carcinoma,EML4
15678,C0007131,Non-Small Cell Lung Carcinoma,PYCARD
15679,C0007131,Non-Small Cell Lung Carcinoma,GSTM2
15680,C0007131,Non-Small Cell Lung Carcinoma,GSTP1
15681,C0007131,Non-Small Cell Lung Carcinoma,PSAT1
15682,C0007131,Non-Small Cell Lung Carcinoma,APC
15683,C0007131,Non-Small Cell Lung Carcinoma,HES1
15684,C0007131,Non-Small Cell Lung Carcinoma,BIRC5
15685,C0007131,Non-Small Cell Lung Carcinoma,FASLG
15686,C0007131,Non-Small Cell Lung Carcinoma,IL6R
15687,C0007131,Non-Small Cell Lung Carcinoma,CXCL8
15688,C0007131,Non-Small Cell Lung Carcinoma,IL10
15689,C0007131,Non-Small Cell Lung Carcinoma,IRF1
15690,C0007131,Non-Small Cell Lung Carcinoma,ITGB1
15691,C0007131,Non-Small Cell Lung Carcinoma,AREG
15692,C0007131,Non-Small Cell Lung Carcinoma,KIF5B
15693,C0007131,Non-Small Cell Lung Carcinoma,KIT
15694,C0007131,Non-Small Cell Lung Carcinoma,KRAS
15695,C0007131,Non-Small Cell Lung Carcinoma,LGALS1
15696,C0007131,Non-Small Cell Lung Carcinoma,MIR126
15697,C0007131,Non-Small Cell Lung Carcinoma,MIR145
15698,C0007131,Non-Small Cell Lung Carcinoma,MIR29A
15699,C0007131,Non-Small Cell Lung Carcinoma,MIR30C1
15700,C0007131,Non-Small Cell Lung Carcinoma,MDM2
15701,C0007131,Non-Small Cell Lung Carcinoma,MET
15702,C0007131,Non-Small Cell Lung Carcinoma,MMP1
15703,C0007131,Non-Small Cell Lung Carcinoma,MMP9
15704,C0007131,Non-Small Cell Lung Carcinoma,MMP11
15705,C0007131,Non-Small Cell Lung Carcinoma,MT3
15706,C0007131,Non-Small Cell Lung Carcinoma,MYC
15707,C0007131,Non-Small Cell Lung Carcinoma,ATF3
15708,C0007131,Non-Small Cell Lung Carcinoma,NFE2L2
15709,C0007131,Non-Small Cell Lung Carcinoma,NNAT
15710,C0007131,Non-Small Cell Lung Carcinoma,NOTCH3
15711,C0007131,Non-Small Cell Lung Carcinoma,NRAS
15712,C0007131,Non-Small Cell Lung Carcinoma,OXTR
15713,C0007131,Non-Small Cell Lung Carcinoma,PRDX1
15714,C0007131,Non-Small Cell Lung Carcinoma,PGAM1
15715,C0007131,Non-Small Cell Lung Carcinoma,ABCB1
15716,C0007131,Non-Small Cell Lung Carcinoma,PIK3CA
15717,C0007131,Non-Small Cell Lung Carcinoma,PRR13
15718,C0007131,Non-Small Cell Lung Carcinoma,PPIA
15719,C0007131,Non-Small Cell Lung Carcinoma,CHFR
15720,C0007131,Non-Small Cell Lung Carcinoma,AXL
15721,C0007131,Non-Small Cell Lung Carcinoma,SELENOS
15722,C0007131,Non-Small Cell Lung Carcinoma,AVEN
15723,C0007131,Non-Small Cell Lung Carcinoma,PTHLH
15724,C0007131,Non-Small Cell Lung Carcinoma,PXN
15725,C0007131,Non-Small Cell Lung Carcinoma,RAF1
15726,C0007131,Non-Small Cell Lung Carcinoma,RB1
15727,C0007131,Non-Small Cell Lung Carcinoma,RHEB
15728,C0007131,Non-Small Cell Lung Carcinoma,ROS1
15729,C0007131,Non-Small Cell Lung Carcinoma,RRAD
15730,C0007131,Non-Small Cell Lung Carcinoma,RRM1
15731,C0007131,Non-Small Cell Lung Carcinoma,SDC4
15732,C0007131,Non-Small Cell Lung Carcinoma,PIEZO2
15733,C0007131,Non-Small Cell Lung Carcinoma,SHMT2
15734,C0007131,Non-Small Cell Lung Carcinoma,SOD2
15735,C0007131,Non-Small Cell Lung Carcinoma,BRAF
15736,C0007131,Non-Small Cell Lung Carcinoma,STAT3
15737,C0007131,Non-Small Cell Lung Carcinoma,SYP
15739,C0007131,Non-Small Cell Lung Carcinoma,TERT
15740,C0007131,Non-Small Cell Lung Carcinoma,TGFA
15741,C0007131,Non-Small Cell Lung Carcinoma,TP53
15742,C0007131,Non-Small Cell Lung Carcinoma,PHLDA2
15743,C0007131,Non-Small Cell Lung Carcinoma,UCHL1
15744,C0007131,Non-Small Cell Lung Carcinoma,VEGFA
15745,C0007131,Non-Small Cell Lung Carcinoma,PLBD1
15746,C0007131,Non-Small Cell Lung Carcinoma,CLPTM1L
15747,C0007131,Non-Small Cell Lung Carcinoma,CAMK2D
15748,C0007131,Non-Small Cell Lung Carcinoma,NCOA3
15749,C0007131,Non-Small Cell Lung Carcinoma,CASP8
15750,C0007131,Non-Small Cell Lung Carcinoma,RECK
15751,C0007131,Non-Small Cell Lung Carcinoma,CAT
15752,C0007131,Non-Small Cell Lung Carcinoma,OSMR
15753,C0007131,Non-Small Cell Lung Carcinoma,CD9
15754,C0007131,Non-Small Cell Lung Carcinoma,EIF4E2
15755,C0007131,Non-Small Cell Lung Carcinoma,ADAMTS1
15756,C0007131,Non-Small Cell Lung Carcinoma,CD74
15757,C0007131,Non-Small Cell Lung Carcinoma,KEAP1
15758,C0677050,Manganese Poisoning,SLC31A1
15759,C0677050,Manganese Poisoning,CYP2D6
15760,C0677050,Manganese Poisoning,ATP13A2
15761,C0677050,Manganese Poisoning,HTT
15762,C0677050,Manganese Poisoning,IFNG
15763,C0677050,Manganese Poisoning,IL1B
15764,C0677050,Manganese Poisoning,NOS2
15765,C0677050,Manganese Poisoning,PRKN
15766,C0677050,Manganese Poisoning,SNCA
15767,C0677050,Manganese Poisoning,BNIP3
15768,C0677050,Manganese Poisoning,TNF
15769,C0242698,"Ventricular Dysfunction, Left",ADCY5
15770,C0242698,"Ventricular Dysfunction, Left",CSF3
15771,C0242698,"Ventricular Dysfunction, Left",ADRB2
15772,C0242698,"Ventricular Dysfunction, Left",FAS
15773,C0242698,"Ventricular Dysfunction, Left",IL6
15774,C0242698,"Ventricular Dysfunction, Left",INS
15775,C0242698,"Ventricular Dysfunction, Left",NR3C2
15776,C0242698,"Ventricular Dysfunction, Left",ATM
15777,C0242698,"Ventricular Dysfunction, Left",ATP1A3
15778,C0242698,"Ventricular Dysfunction, Left",NPPB
15779,C0242698,"Ventricular Dysfunction, Left",ATP2A2
15780,C0242698,"Ventricular Dysfunction, Left",PLN
15781,C0242698,"Ventricular Dysfunction, Left",ITLN1
15782,C0242698,"Ventricular Dysfunction, Left",SOD2
15783,C0242698,"Ventricular Dysfunction, Left",TNNT2
15784,C0007138,"Carcinoma, Transitional Cell",CDKN1A
15785,C0007138,"Carcinoma, Transitional Cell",TACC3
15786,C0007138,"Carcinoma, Transitional Cell",STAG2
15787,C0007138,"Carcinoma, Transitional Cell",CREBBP
15788,C0007138,"Carcinoma, Transitional Cell",CSF3
15789,C0007138,"Carcinoma, Transitional Cell",DAPK1
15790,C0007138,"Carcinoma, Transitional Cell",EP300
15791,C0007138,"Carcinoma, Transitional Cell",ESR2
15792,C0007138,"Carcinoma, Transitional Cell",FGFR3
15793,C0007138,"Carcinoma, Transitional Cell",AMBP
15794,C0007138,"Carcinoma, Transitional Cell",PABPC1
15795,C0007138,"Carcinoma, Transitional Cell",GPX1
15796,C0007138,"Carcinoma, Transitional Cell",APAF1
15797,C0007138,"Carcinoma, Transitional Cell",HRAS
15798,C0007138,"Carcinoma, Transitional Cell",HRH2
15799,C0007138,"Carcinoma, Transitional Cell",IFNA2
15800,C0007138,"Carcinoma, Transitional Cell",IGFBP3
15801,C0007138,"Carcinoma, Transitional Cell",KMT2A
15802,C0007138,"Carcinoma, Transitional Cell",PLAU
15803,C0007138,"Carcinoma, Transitional Cell",PTGS2
15804,C0007138,"Carcinoma, Transitional Cell",KMT2C
15805,C0007138,"Carcinoma, Transitional Cell",CCND1
15806,C0007138,"Carcinoma, Transitional Cell",TNF
15807,C0007138,"Carcinoma, Transitional Cell",TP53
15808,C0007138,"Carcinoma, Transitional Cell",KDM6A
15809,C0007138,"Carcinoma, Transitional Cell",VDR
15810,C0007138,"Carcinoma, Transitional Cell",ARID1A
15811,C0007138,"Carcinoma, Transitional Cell",CHD6
15812,C0007138,"Carcinoma, Transitional Cell",GGH
15813,C0007138,"Carcinoma, Transitional Cell",NCOR1
15814,C0007138,"Carcinoma, Transitional Cell",ESPL1
15817,C0026691,Mucocutaneous Lymph Node Syndrome,FCGR2A
15818,C0026691,Mucocutaneous Lymph Node Syndrome,TECRL
15819,C0026691,Mucocutaneous Lymph Node Syndrome,NAALADL2
15820,C0026691,Mucocutaneous Lymph Node Syndrome,KCNN2
15821,C0026691,Mucocutaneous Lymph Node Syndrome,BLK
15822,C0026691,Mucocutaneous Lymph Node Syndrome,CENPU
15823,C0026691,Mucocutaneous Lymph Node Syndrome,COQ8B
15824,C0026691,Mucocutaneous Lymph Node Syndrome,ITPKC
15825,C0026691,Mucocutaneous Lymph Node Syndrome,MIA
15826,C0026691,Mucocutaneous Lymph Node Syndrome,MED30
15827,C0026691,Mucocutaneous Lymph Node Syndrome,CD40
15828,C0040336,Tobacco Use Disorder,CHRNA3
15829,C0040336,Tobacco Use Disorder,CHRNA5
15830,C0040336,Tobacco Use Disorder,CHRNA7
15832,C0040336,Tobacco Use Disorder,CYP2A6
15833,C0040336,Tobacco Use Disorder,DRD2
15834,C0040336,Tobacco Use Disorder,AHR
15835,C0040336,Tobacco Use Disorder,LCP1
15836,C0040336,Tobacco Use Disorder,PLEKHG1
15837,C0040336,Tobacco Use Disorder,RPTOR
15838,C0040336,Tobacco Use Disorder,BDNF
15839,C0033687,Proteinuria,CLCN5
15840,C0033687,Proteinuria,CTSB
15841,C0033687,Proteinuria,CTSL
15842,C0033687,Proteinuria,CYBB
15843,C0033687,Proteinuria,DNASE1
15844,C0033687,Proteinuria,DPP4
15845,C0033687,Proteinuria,AGT
15846,C0033687,Proteinuria,AGTR1
15847,C0033687,Proteinuria,ALB
15848,C0033687,Proteinuria,ALOX5AP
15849,C0033687,Proteinuria,HAVCR1
15850,C0033687,Proteinuria,GUSB
15851,C0033687,Proteinuria,HLA-B
15852,C0033687,Proteinuria,HLA-DQA1
15853,C0033687,Proteinuria,HLA-DRB1
15854,C0033687,Proteinuria,IFNG
15855,C0033687,Proteinuria,APOE
15856,C0033687,Proteinuria,IL1RN
15857,C0033687,Proteinuria,RHOA
15858,C0033687,Proteinuria,LEP
15859,C0033687,Proteinuria,LMX1B
15860,C0033687,Proteinuria,MPV17
15861,C0033687,Proteinuria,NCK1
15862,C0033687,Proteinuria,NPHS1
15863,C0033687,Proteinuria,PAK1
15864,C0033687,Proteinuria,PAK2
15865,C0033687,Proteinuria,POMC
15866,C0033687,Proteinuria,PPARA
15867,C0033687,Proteinuria,PTGS2
15868,C0033687,Proteinuria,REN
15869,C0033687,Proteinuria,SCNN1A
15870,C0033687,Proteinuria,SOD1
15871,C0033687,Proteinuria,SPP1
15872,C0033687,Proteinuria,TGFB1
15873,C0033687,Proteinuria,VEGFA
15874,C0033687,Proteinuria,NPHS2
15875,C0033687,Proteinuria,NCK2
15876,C0033687,Proteinuria,MUC16
15877,C0011881,Diabetic Nephropathy,SORBS1
15878,C0011881,Diabetic Nephropathy,TXNIP
15879,C0011881,Diabetic Nephropathy,COL4A1
15880,C0011881,Diabetic Nephropathy,DGKH
15881,C0011881,Diabetic Nephropathy,ACE
15882,C0011881,Diabetic Nephropathy,AGT
15883,C0011881,Diabetic Nephropathy,ERBB4
15884,C0011881,Diabetic Nephropathy,ALB
15885,C0011881,Diabetic Nephropathy,SASH1
15886,C0011881,Diabetic Nephropathy,GAS6
15887,C0011881,Diabetic Nephropathy,TINAG
15889,C0011881,Diabetic Nephropathy,INS
15890,C0011881,Diabetic Nephropathy,KDR
15891,C0011881,Diabetic Nephropathy,KLK1
15892,C0011881,Diabetic Nephropathy,AFF3
15893,C0011881,Diabetic Nephropathy,MIR145
15894,C0011881,Diabetic Nephropathy,MDK
15895,C0011881,Diabetic Nephropathy,NFE2L2
15896,C0011881,Diabetic Nephropathy,NOS3
15897,C0011881,Diabetic Nephropathy,SERPINE1
15898,C0011881,Diabetic Nephropathy,CNDP2
15899,C0011881,Diabetic Nephropathy,AXL
15900,C0011881,Diabetic Nephropathy,PRKCE
15901,C0011881,Diabetic Nephropathy,ACE2
15902,C0011881,Diabetic Nephropathy,RELA
15903,C0011881,Diabetic Nephropathy,CCL2
15904,C0011881,Diabetic Nephropathy,SOD2
15905,C0011881,Diabetic Nephropathy,TGFB1
15906,C0011881,Diabetic Nephropathy,TGFBI
15907,C0011881,Diabetic Nephropathy,TGFBR2
15908,C0011881,Diabetic Nephropathy,TNFAIP1
15909,C0011881,Diabetic Nephropathy,VDAC1
15910,C0011881,Diabetic Nephropathy,VDAC2
15911,C0011881,Diabetic Nephropathy,VEGFA
15912,C0011881,Diabetic Nephropathy,CNDP1
15913,C0011881,Diabetic Nephropathy,AOC3
15914,C0011881,Diabetic Nephropathy,ADIPOQ
15915,C0011881,Diabetic Nephropathy,ELMO1
15916,C0007959,Charcot-Marie-Tooth Disease,AARS1
15917,C0007959,Charcot-Marie-Tooth Disease,DCTN1
15918,C0007959,Charcot-Marie-Tooth Disease,DYNC1H1
15919,C0007959,Charcot-Marie-Tooth Disease,DNM2
15920,C0007959,Charcot-Marie-Tooth Disease,SETX
15921,C0007959,Charcot-Marie-Tooth Disease,KIF1B
15922,C0007959,Charcot-Marie-Tooth Disease,HSPB8
15923,C0007959,Charcot-Marie-Tooth Disease,GJB1
15924,C0007959,Charcot-Marie-Tooth Disease,HOXD10
15925,C0007959,Charcot-Marie-Tooth Disease,DNAJB2
15926,C0007959,Charcot-Marie-Tooth Disease,HSPB1
15927,C0007959,Charcot-Marie-Tooth Disease,IGHMBP2
15928,C0007959,Charcot-Marie-Tooth Disease,LAMA2
15929,C0007959,Charcot-Marie-Tooth Disease,LMNA
15930,C0007959,Charcot-Marie-Tooth Disease,MARS1
15931,C0007959,Charcot-Marie-Tooth Disease,MPZ
15932,C0007959,Charcot-Marie-Tooth Disease,NEFL
15933,C0007959,Charcot-Marie-Tooth Disease,PMP22
15934,C0007959,Charcot-Marie-Tooth Disease,POLG
15935,C0007959,Charcot-Marie-Tooth Disease,GDAP1
15936,C0007959,Charcot-Marie-Tooth Disease,TRPV4
15937,C0007959,Charcot-Marie-Tooth Disease,SBF1
15938,C0007959,Charcot-Marie-Tooth Disease,REEP1
15939,C0007959,Charcot-Marie-Tooth Disease,SH3TC2
15940,C0007959,Charcot-Marie-Tooth Disease,MED25
15941,C0007959,Charcot-Marie-Tooth Disease,LRSAM1
15942,C0007959,Charcot-Marie-Tooth Disease,SLC25A46
15943,C0007959,Charcot-Marie-Tooth Disease,ARHGEF10
15944,C0007959,Charcot-Marie-Tooth Disease,FIG4
15945,C0007959,Charcot-Marie-Tooth Disease,MFN2
15946,C0029172,Oral Submucous Fibrosis,MICA
15947,C0029172,Oral Submucous Fibrosis,COL1A1
15948,C0029172,Oral Submucous Fibrosis,COL1A2
15949,C0029172,Oral Submucous Fibrosis,CST3
15950,C0029172,Oral Submucous Fibrosis,CTLA4
15951,C0029172,Oral Submucous Fibrosis,FGF2
15952,C0029172,Oral Submucous Fibrosis,IFNG
15953,C0029172,Oral Submucous Fibrosis,LOX
15954,C0029172,Oral Submucous Fibrosis,MMP1
15955,C0029172,Oral Submucous Fibrosis,MMP2
15956,C0029172,Oral Submucous Fibrosis,MMP9
15957,C0029172,Oral Submucous Fibrosis,PTGS2
15958,C0029172,Oral Submucous Fibrosis,TGFB1
15959,C0029172,Oral Submucous Fibrosis,TIMP1
15960,C0029172,Oral Submucous Fibrosis,TNF
15961,C0001430,Adenoma,CTNNB1
15962,C0001430,Adenoma,CYP1B1
15963,C0001430,Adenoma,SUZ12
15964,C0001430,Adenoma,AMACR
15965,C0001430,Adenoma,ALOX5
15966,C0001430,Adenoma,GJA1
15967,C0001430,Adenoma,GJB1
15968,C0001430,Adenoma,APC
15969,C0001430,Adenoma,IGF1
15970,C0001430,Adenoma,KCNJ5
15971,C0001430,Adenoma,KRAS
15972,C0001430,Adenoma,MTRR
15973,C0001430,Adenoma,MUC2
15974,C0001430,Adenoma,ATP1A1
15975,C0001430,Adenoma,NF1
15976,C0001430,Adenoma,ATP2A3
15977,C0001430,Adenoma,ATP2B3
15978,C0001430,Adenoma,TRPM7
15979,C0001430,Adenoma,PRL
15980,C0001430,Adenoma,PTMA
15981,C0001430,Adenoma,BCL2
15982,C0001430,Adenoma,BCL2L1
15983,C0001430,Adenoma,SELENOP
15984,C0001430,Adenoma,SLC19A1
15985,C0001430,Adenoma,TCN2
15986,C0001430,Adenoma,TP53
15987,C0001430,Adenoma,TSHR
15988,C0001430,Adenoma,TXNRD1
15989,C0001430,Adenoma,VHL
15990,C0001430,Adenoma,CACNA1D
15991,C0001430,Adenoma,AIP
15992,C0001430,Adenoma,ABCG2
15993,C0027947,Neutropenia,CSF2
15994,C0027947,Neutropenia,CSF3
15995,C0027947,Neutropenia,DPYD
15996,C0027947,Neutropenia,ELANE
15997,C0027947,Neutropenia,FCGR2B
15998,C0027947,Neutropenia,IFNA2
15999,C0027947,Neutropenia,IL1B
16000,C0027947,Neutropenia,MTHFR
16001,C0027947,Neutropenia,ABCB1
16002,C0027947,Neutropenia,UGT1A1
16003,C0027947,Neutropenia,TPMT
16004,C0027947,Neutropenia,JAGN1
16005,C0027947,Neutropenia,TNFRSF10A
16006,C1843367,Poor school performance,ZNF526
16007,C1843367,Poor school performance,DYRK1A
16008,C1843367,Poor school performance,PHC1
16009,C1843367,Poor school performance,AHDC1
16010,C1843367,Poor school performance,FAM177A1
16011,C1843367,Poor school performance,INO80
16012,C1843367,Poor school performance,C12orf4
16013,C1843367,Poor school performance,COG6
16014,C1843367,Poor school performance,PURA
16015,C1843367,Poor school performance,CHAF1B
16016,C1843367,Poor school performance,MTSS2
16017,C1843367,Poor school performance,MYOCD
16018,C1843367,Poor school performance,SEC24D
16019,C0032273,Pneumoconiosis,TICAM1
16020,C0032273,Pneumoconiosis,ACAN
16021,C0032273,Pneumoconiosis,IL4
16022,C0032273,Pneumoconiosis,MDM4
16023,C0032273,Pneumoconiosis,OVGP1
16024,C0032273,Pneumoconiosis,ATR
16025,C0032273,Pneumoconiosis,PTPRZ1
16026,C0032273,Pneumoconiosis,CDH23
16027,C0032273,Pneumoconiosis,TMPRSS3
16028,C0032273,Pneumoconiosis,HS3ST6
16029,C0032273,Pneumoconiosis,CA1
16030,C0032273,Pneumoconiosis,CA3
16031,C0032273,Pneumoconiosis,H3-4
16032,C0032273,Pneumoconiosis,IL27RA
16033,C0007222,Cardiovascular Diseases,SLC17A4
16035,C0007222,Cardiovascular Diseases,TOMM40
16036,C0007222,Cardiovascular Diseases,CETP
16037,C0007222,Cardiovascular Diseases,IL1RAPL1
16038,C0007222,Cardiovascular Diseases,CRP
16039,C0007222,Cardiovascular Diseases,CST3
16041,C0007222,Cardiovascular Diseases,ADRB1
16042,C0007222,Cardiovascular Diseases,CYP2C19
16043,C0007222,Cardiovascular Diseases,ACE
16044,C0007222,Cardiovascular Diseases,AGT
16045,C0007222,Cardiovascular Diseases,EDN1
16046,C0007222,Cardiovascular Diseases,CELSR2
16047,C0007222,Cardiovascular Diseases,ALB
16048,C0007222,Cardiovascular Diseases,BACE1
16050,C0007222,Cardiovascular Diseases,GCKR
16051,C0007222,Cardiovascular Diseases,GH1
16052,C0007222,Cardiovascular Diseases,GPX1
16053,C0007222,Cardiovascular Diseases,HFE
16054,C0007222,Cardiovascular Diseases,HP
16055,C0007222,Cardiovascular Diseases,APOB
16056,C0007222,Cardiovascular Diseases,ICAM1
16057,C0007222,Cardiovascular Diseases,APOC1
16058,C0007222,Cardiovascular Diseases,APOC3
16059,C0007222,Cardiovascular Diseases,APOE
16060,C0007222,Cardiovascular Diseases,LDLR
16061,C0007222,Cardiovascular Diseases,LPA
16062,C0007222,Cardiovascular Diseases,LPL
16063,C0007222,Cardiovascular Diseases,MPO
16064,C0007222,Cardiovascular Diseases,MTHFR
16065,C0007222,Cardiovascular Diseases,NOS3
16066,C0007222,Cardiovascular Diseases,NPY
16067,C0007222,Cardiovascular Diseases,NPPB
16068,C0007222,Cardiovascular Diseases,IRX4
16069,C0007222,Cardiovascular Diseases,PON1
16070,C0007222,Cardiovascular Diseases,PON2
16071,C0007222,Cardiovascular Diseases,MEPE
16072,C0007222,Cardiovascular Diseases,PTGS2
16073,C0007222,Cardiovascular Diseases,BCHE
16074,C0007222,Cardiovascular Diseases,SORT1
16075,C0007222,Cardiovascular Diseases,CCL2
16076,C0007222,Cardiovascular Diseases,SELE
16077,C0007222,Cardiovascular Diseases,SLC12A2
16078,C0007222,Cardiovascular Diseases,TAGLN
16079,C0007222,Cardiovascular Diseases,TNNT2
16080,C0007222,Cardiovascular Diseases,VCAM1
16081,C0007222,Cardiovascular Diseases,VWF
16082,C0007222,Cardiovascular Diseases,OASL
16083,C0007222,Cardiovascular Diseases,CBS
16084,C0007222,Cardiovascular Diseases,PCSK7
16085,C1561955,Fibrinogen Adverse Event,NLRP3
16086,C1561955,Fibrinogen Adverse Event,CPS1
16087,C1561955,Fibrinogen Adverse Event,CD300LF
16088,C1561955,Fibrinogen Adverse Event,JMJD1C
16089,C1561955,Fibrinogen Adverse Event,FGA
16090,C1561955,Fibrinogen Adverse Event,FGB
16091,C1561955,Fibrinogen Adverse Event,HGFAC
16092,C1561955,Fibrinogen Adverse Event,RAB37
16093,C1561955,Fibrinogen Adverse Event,IL1R1
16094,C1561955,Fibrinogen Adverse Event,IL6R
16096,C1561955,Fibrinogen Adverse Event,PLEC
16097,C1561955,Fibrinogen Adverse Event,TOMM7
16098,C1561955,Fibrinogen Adverse Event,DCHS2
16100,C1561955,Fibrinogen Adverse Event,DIP2B
16101,C1561955,Fibrinogen Adverse Event,MS4A6A
16102,C1561955,Fibrinogen Adverse Event,SLC22A4
16103,C1561955,Fibrinogen Adverse Event,MIR661
16104,C1561955,Fibrinogen Adverse Event,CHD9
16105,C1561955,Fibrinogen Adverse Event,SPPL2A
16106,C1561955,Fibrinogen Adverse Event,FARP2
16107,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",CDKN2B-AS1
16113,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",RASGRP1
16116,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",MPHOSPH9
16117,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",AP3S2
16119,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",MAEA
16120,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",CDO1
16121,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HMG20A
16122,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",IGF2BP2
16123,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",PPARGC1A
16124,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",KCNQ1OT1
16125,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",ADCY5
16126,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",FAF1
16127,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",CAPN10
16128,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",OSBPL1A
16129,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",ARAP1
16130,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",CPT1A
16131,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",C2CD4A
16132,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",CYBA
16133,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",CYP1A2
16134,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",DGKB
16135,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",SLC16A11
16136,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",SLC30A8
16137,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GLIS3
16138,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",ECE1
16139,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",EDN1
16140,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",EDNRA
16141,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",EDNRB
16142,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",EGFR
16145,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",AKT2
16146,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",JAZF1
16147,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",SIRT1
16148,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GABRA4
16149,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GPSM1
16150,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",VPS33B
16151,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GCG
16152,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GCGR
16153,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GCK
16154,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GCKR
16155,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GNB3
16156,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GPD2
16157,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",LAMA1
16158,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",ANK1
16159,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GRK5
16160,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GPX1
16161,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GRB14
16162,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",GSTM1
16163,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HBA1
16164,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HHEX
16165,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HK1
16166,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HMGA1
16167,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HMOX1
16168,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HNF4A
16169,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HP
16170,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",HPX
16171,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",IAPP
16172,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",ICAM1
16173,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",ID1
16174,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",FAS
16175,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",IL6
16176,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",INS
16177,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",INSR
16178,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",PDX1
16179,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",IRS1
16180,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",KCNJ11
16181,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",KCNQ1
